name,region,date,value
Количество заявок на ипотечные кредиты,Нижегородская область,2017-02-15,2016
Количество заявок на ипотечные кредиты,Нижегородская область,2017-03-15,2828
Количество заявок на ипотечные кредиты,Нижегородская область,2017-04-15,2199
Количество заявок на ипотечные кредиты,Новгородская область,2013-01-15,209
Количество заявок на ипотечные кредиты,Новгородская область,2013-02-15,228
Количество заявок на ипотечные кредиты,Новгородская область,2013-03-15,313
Количество заявок на ипотечные кредиты,Новгородская область,2013-04-15,337
Количество заявок на ипотечные кредиты,Новгородская область,2013-05-15,272
Количество заявок на ипотечные кредиты,Новгородская область,2013-06-15,262
Количество заявок на ипотечные кредиты,Новгородская область,2013-07-15,311
Количество заявок на ипотечные кредиты,Новгородская область,2013-08-15,382
Количество заявок на ипотечные кредиты,Новгородская область,2013-09-15,299
Количество заявок на ипотечные кредиты,Новгородская область,2013-10-15,344
Количество заявок на ипотечные кредиты,Новгородская область,2013-11-15,316
Количество заявок на ипотечные кредиты,Новгородская область,2013-12-15,235
Количество заявок на ипотечные кредиты,Новгородская область,2014-01-15,261
Количество заявок на ипотечные кредиты,Новгородская область,2014-02-15,339
Количество заявок на ипотечные кредиты,Новгородская область,2014-03-15,401
Количество заявок на ипотечные кредиты,Новгородская область,2014-04-15,366
Количество заявок на ипотечные кредиты,Новгородская область,2014-05-15,310
Количество заявок на ипотечные кредиты,Новгородская область,2014-06-15,395
Количество заявок на ипотечные кредиты,Новгородская область,2014-07-15,318
Количество заявок на ипотечные кредиты,Новгородская область,2014-08-15,293
Количество заявок на ипотечные кредиты,Новгородская область,2014-09-15,322
Количество заявок на ипотечные кредиты,Новгородская область,2014-10-15,407
Количество заявок на ипотечные кредиты,Новгородская область,2014-11-15,397
Количество заявок на ипотечные кредиты,Новгородская область,2014-12-15,558
Количество заявок на ипотечные кредиты,Новгородская область,2015-01-15,169
Количество заявок на ипотечные кредиты,Новгородская область,2015-02-15,184
Количество заявок на ипотечные кредиты,Новгородская область,2015-03-15,204
Количество заявок на ипотечные кредиты,Новгородская область,2015-04-15,262
Количество заявок на ипотечные кредиты,Новгородская область,2015-05-15,197
Количество заявок на ипотечные кредиты,Новгородская область,2015-06-15,263
Количество заявок на ипотечные кредиты,Новгородская область,2015-07-15,277
Количество заявок на ипотечные кредиты,Новгородская область,2015-08-15,281
Количество заявок на ипотечные кредиты,Новгородская область,2015-09-15,302
Количество заявок на ипотечные кредиты,Новгородская область,2015-10-15,306
Количество заявок на ипотечные кредиты,Новгородская область,2015-11-15,301
Количество заявок на ипотечные кредиты,Новгородская область,2015-12-15,297
Количество заявок на ипотечные кредиты,Новгородская область,2016-01-15,272
Количество заявок на ипотечные кредиты,Новгородская область,2016-02-15,391
Количество заявок на ипотечные кредиты,Новгородская область,2016-03-15,369
Количество заявок на ипотечные кредиты,Новгородская область,2016-04-15,342
Количество заявок на ипотечные кредиты,Новгородская область,2016-05-15,298
Количество заявок на ипотечные кредиты,Новгородская область,2016-06-15,317
Количество заявок на ипотечные кредиты,Новгородская область,2016-07-15,312
Количество заявок на ипотечные кредиты,Новгородская область,2016-08-15,383
Количество заявок на ипотечные кредиты,Новгородская область,2016-09-15,309
Количество заявок на ипотечные кредиты,Новгородская область,2016-10-15,341
Количество заявок на ипотечные кредиты,Новгородская область,2016-11-15,341
Количество заявок на ипотечные кредиты,Новгородская область,2016-12-15,337
Количество заявок на ипотечные кредиты,Новгородская область,2017-01-15,333
Количество заявок на ипотечные кредиты,Новгородская область,2017-02-15,346
Количество заявок на ипотечные кредиты,Новгородская область,2017-03-15,408
Количество заявок на ипотечные кредиты,Новгородская область,2017-04-15,388
Количество заявок на ипотечные кредиты,Новосибирская область,2013-01-15,768
Количество заявок на ипотечные кредиты,Новосибирская область,2013-02-15,999
Количество заявок на ипотечные кредиты,Новосибирская область,2013-03-15,1522
Количество заявок на ипотечные кредиты,Новосибирская область,2013-04-15,1837
Количество заявок на ипотечные кредиты,Новосибирская область,2013-05-15,1616
Количество заявок на ипотечные кредиты,Новосибирская область,2013-06-15,1451
Количество заявок на ипотечные кредиты,Новосибирская область,2013-07-15,1983
Количество заявок на ипотечные кредиты,Новосибирская область,2013-08-15,2271
Количество заявок на ипотечные кредиты,Новосибирская область,2013-09-15,1607
Количество заявок на ипотечные кредиты,Новосибирская область,2013-10-15,1819
Количество заявок на ипотечные кредиты,Новосибирская область,2013-11-15,1693
Количество заявок на ипотечные кредиты,Новосибирская область,2013-12-15,1722
Количество заявок на ипотечные кредиты,Новосибирская область,2014-01-15,1483
Количество заявок на ипотечные кредиты,Новосибирская область,2014-02-15,2035
Количество заявок на ипотечные кредиты,Новосибирская область,2014-03-15,2230
Количество заявок на ипотечные кредиты,Новосибирская область,2014-04-15,2910
Количество заявок на ипотечные кредиты,Новосибирская область,2014-05-15,2381
Количество заявок на ипотечные кредиты,Новосибирская область,2014-06-15,2510
Количество заявок на ипотечные кредиты,Новосибирская область,2014-07-15,2195
Количество заявок на ипотечные кредиты,Новосибирская область,2014-08-15,2236
Количество заявок на ипотечные кредиты,Новосибирская область,2014-09-15,2225
Количество заявок на ипотечные кредиты,Новосибирская область,2014-10-15,2367
Количество заявок на ипотечные кредиты,Новосибирская область,2014-11-15,2121
Количество заявок на ипотечные кредиты,Новосибирская область,2014-12-15,2903
Количество заявок на ипотечные кредиты,Новосибирская область,2015-01-15,822
Количество заявок на ипотечные кредиты,Новосибирская область,2015-02-15,1009
Количество заявок на ипотечные кредиты,Новосибирская область,2015-03-15,1330
Количество заявок на ипотечные кредиты,Новосибирская область,2015-04-15,1920
Количество заявок на ипотечные кредиты,Новосибирская область,2015-05-15,1375
Количество заявок на ипотечные кредиты,Новосибирская область,2015-06-15,1610
Количество заявок на ипотечные кредиты,Новосибирская область,2015-07-15,1892
Количество заявок на ипотечные кредиты,Новосибирская область,2015-08-15,2038
Количество заявок на ипотечные кредиты,Новосибирская область,2015-09-15,1924
Количество заявок на ипотечные кредиты,Новосибирская область,2015-10-15,1865
Количество заявок на ипотечные кредиты,Новосибирская область,2015-11-15,1789
Количество заявок на ипотечные кредиты,Новосибирская область,2015-12-15,1980
Количество заявок на ипотечные кредиты,Новосибирская область,2016-01-15,1371
Количество заявок на ипотечные кредиты,Новосибирская область,2016-02-15,2339
Количество заявок на ипотечные кредиты,Новосибирская область,2016-03-15,1946
Количество заявок на ипотечные кредиты,Новосибирская область,2016-04-15,1939
Количество заявок на ипотечные кредиты,Новосибирская область,2016-05-15,1560
Количество заявок на ипотечные кредиты,Новосибирская область,2016-06-15,1798
Количество заявок на ипотечные кредиты,Новосибирская область,2016-07-15,1808
Количество заявок на ипотечные кредиты,Новосибирская область,2016-08-15,2141
Количество заявок на ипотечные кредиты,Новосибирская область,2016-09-15,1937
Количество заявок на ипотечные кредиты,Новосибирская область,2016-10-15,1799
Количество заявок на ипотечные кредиты,Новосибирская область,2016-11-15,2032
Количество заявок на ипотечные кредиты,Новосибирская область,2016-12-15,2291
Количество заявок на ипотечные кредиты,Новосибирская область,2017-01-15,1669
Количество заявок на ипотечные кредиты,Новосибирская область,2017-02-15,1991
Количество заявок на ипотечные кредиты,Новосибирская область,2017-03-15,2645
Количество заявок на ипотечные кредиты,Новосибирская область,2017-04-15,2385
Количество заявок на ипотечные кредиты,Омская область,2013-01-15,566
Количество заявок на ипотечные кредиты,Омская область,2013-02-15,704
Количество заявок на ипотечные кредиты,Омская область,2013-03-15,960
Количество заявок на ипотечные кредиты,Омская область,2013-04-15,1045
Количество заявок на ипотечные кредиты,Омская область,2013-05-15,931
Количество заявок на ипотечные кредиты,Омская область,2013-06-15,985
Количество заявок на ипотечные кредиты,Омская область,2013-07-15,1200
Количество заявок на ипотечные кредиты,Омская область,2013-08-15,1368
Количество заявок на ипотечные кредиты,Омская область,2013-09-15,873
Количество заявок на ипотечные кредиты,Омская область,2013-10-15,1136
Количество заявок на ипотечные кредиты,Омская область,2013-11-15,935
Количество заявок на ипотечные кредиты,Омская область,2013-12-15,910
Количество заявок на ипотечные кредиты,Омская область,2014-01-15,910
Количество заявок на ипотечные кредиты,Омская область,2014-02-15,1134
Количество заявок на ипотечные кредиты,Омская область,2014-03-15,1325
Количество заявок на ипотечные кредиты,Омская область,2014-04-15,1441
Количество заявок на ипотечные кредиты,Омская область,2014-05-15,1234
Количество заявок на ипотечные кредиты,Омская область,2014-06-15,1338
Количество заявок на ипотечные кредиты,Омская область,2014-07-15,1257
Количество заявок на ипотечные кредиты,Омская область,2014-08-15,1212
Количество заявок на ипотечные кредиты,Омская область,2014-09-15,1201
Количество заявок на ипотечные кредиты,Омская область,2014-10-15,1247
Количество заявок на ипотечные кредиты,Омская область,2014-11-15,1364
Количество заявок на ипотечные кредиты,Омская область,2014-12-15,2214
Количество заявок на ипотечные кредиты,Омская область,2015-01-15,564
Количество заявок на ипотечные кредиты,Омская область,2015-02-15,655
Количество заявок на ипотечные кредиты,Омская область,2015-03-15,689
Количество заявок на ипотечные кредиты,Омская область,2015-04-15,1139
Количество заявок на ипотечные кредиты,Омская область,2015-05-15,941
Количество заявок на ипотечные кредиты,Омская область,2015-06-15,1040
Количество заявок на ипотечные кредиты,Омская область,2015-07-15,1303
Количество заявок на ипотечные кредиты,Омская область,2015-08-15,1202
Количество заявок на ипотечные кредиты,Омская область,2015-09-15,1110
Количество заявок на ипотечные кредиты,Омская область,2015-10-15,1128
Количество заявок на ипотечные кредиты,Омская область,2015-11-15,1063
Количество заявок на ипотечные кредиты,Омская область,2015-12-15,1241
Количество заявок на ипотечные кредиты,Омская область,2016-01-15,932
Количество заявок на ипотечные кредиты,Омская область,2016-02-15,1493
Количество заявок на ипотечные кредиты,Омская область,2016-03-15,1331
Количество заявок на ипотечные кредиты,Омская область,2016-04-15,1156
Количество заявок на ипотечные кредиты,Омская область,2016-05-15,980
Количество заявок на ипотечные кредиты,Омская область,2016-06-15,1170
Количество заявок на ипотечные кредиты,Омская область,2016-07-15,1063
Количество заявок на ипотечные кредиты,Омская область,2016-08-15,1128
Количество заявок на ипотечные кредиты,Омская область,2016-09-15,1056
Количество заявок на ипотечные кредиты,Омская область,2016-10-15,1062
Количество заявок на ипотечные кредиты,Омская область,2016-11-15,1083
Количество заявок на ипотечные кредиты,Омская область,2016-12-15,1146
Количество заявок на ипотечные кредиты,Омская область,2017-01-15,1070
Количество заявок на ипотечные кредиты,Омская область,2017-02-15,1126
Количество заявок на ипотечные кредиты,Омская область,2017-03-15,1489
Количество заявок на ипотечные кредиты,Омская область,2017-04-15,1321
Количество заявок на ипотечные кредиты,Оренбургская область,2013-01-15,520
Количество заявок на ипотечные кредиты,Оренбургская область,2013-02-15,745
Количество заявок на ипотечные кредиты,Оренбургская область,2013-03-15,989
Количество заявок на ипотечные кредиты,Оренбургская область,2013-04-15,1057
Количество заявок на ипотечные кредиты,Оренбургская область,2013-05-15,830
Количество заявок на ипотечные кредиты,Оренбургская область,2013-06-15,953
Количество заявок на ипотечные кредиты,Оренбургская область,2013-07-15,1178
Количество заявок на ипотечные кредиты,Оренбургская область,2013-08-15,1230
Количество заявок на ипотечные кредиты,Оренбургская область,2013-09-15,1058
Количество заявок на ипотечные кредиты,Оренбургская область,2013-10-15,1266
Количество заявок на ипотечные кредиты,Оренбургская область,2013-11-15,1104
Количество заявок на ипотечные кредиты,Оренбургская область,2013-12-15,1054
Количество заявок на ипотечные кредиты,Оренбургская область,2014-01-15,877
Количество заявок на ипотечные кредиты,Оренбургская область,2014-02-15,1229
Количество заявок на ипотечные кредиты,Оренбургская область,2014-03-15,1431
Количество заявок на ипотечные кредиты,Оренбургская область,2014-04-15,1744
Количество заявок на ипотечные кредиты,Оренбургская область,2014-05-15,1571
Количество заявок на ипотечные кредиты,Оренбургская область,2014-06-15,1923
Количество заявок на ипотечные кредиты,Оренбургская область,2014-07-15,1674
Количество заявок на ипотечные кредиты,Оренбургская область,2014-08-15,1545
Количество заявок на ипотечные кредиты,Оренбургская область,2014-09-15,1772
Количество заявок на ипотечные кредиты,Оренбургская область,2014-10-15,1890
Количество заявок на ипотечные кредиты,Оренбургская область,2014-11-15,1989
Количество заявок на ипотечные кредиты,Оренбургская область,2014-12-15,3264
Количество заявок на ипотечные кредиты,Оренбургская область,2015-01-15,661
Количество заявок на ипотечные кредиты,Оренбургская область,2015-02-15,798
Количество заявок на ипотечные кредиты,Оренбургская область,2015-03-15,1095
Количество заявок на ипотечные кредиты,Оренбургская область,2015-04-15,1910
Количество заявок на ипотечные кредиты,Оренбургская область,2015-05-15,1262
Количество заявок на ипотечные кредиты,Оренбургская область,2015-06-15,1390
Количество заявок на ипотечные кредиты,Оренбургская область,2015-07-15,1610
Количество заявок на ипотечные кредиты,Оренбургская область,2015-08-15,1570
Количество заявок на ипотечные кредиты,Оренбургская область,2015-09-15,1559
Количество заявок на ипотечные кредиты,Оренбургская область,2015-10-15,1425
Количество заявок на ипотечные кредиты,Оренбургская область,2015-11-15,1304
Количество заявок на ипотечные кредиты,Оренбургская область,2015-12-15,1303
Количество заявок на ипотечные кредиты,Оренбургская область,2016-01-15,916
Количество заявок на ипотечные кредиты,Оренбургская область,2016-02-15,1495
Количество заявок на ипотечные кредиты,Оренбургская область,2016-03-15,1377
Количество заявок на ипотечные кредиты,Оренбургская область,2016-04-15,1430
Количество заявок на ипотечные кредиты,Оренбургская область,2016-05-15,1305
Количество заявок на ипотечные кредиты,Оренбургская область,2016-06-15,1488
Количество заявок на ипотечные кредиты,Оренбургская область,2016-07-15,1424
Количество заявок на ипотечные кредиты,Оренбургская область,2016-08-15,1466
Количество заявок на ипотечные кредиты,Оренбургская область,2016-09-15,1324
Количество заявок на ипотечные кредиты,Оренбургская область,2016-10-15,1376
Количество заявок на ипотечные кредиты,Оренбургская область,2016-11-15,1383
Количество заявок на ипотечные кредиты,Оренбургская область,2016-12-15,1217
Количество заявок на ипотечные кредиты,Оренбургская область,2017-01-15,1059
Количество заявок на ипотечные кредиты,Оренбургская область,2017-02-15,1119
Количество заявок на ипотечные кредиты,Оренбургская область,2017-03-15,1570
Количество заявок на ипотечные кредиты,Оренбургская область,2017-04-15,1349
Количество заявок на ипотечные кредиты,Орловская область,2013-01-15,168
Количество заявок на ипотечные кредиты,Орловская область,2013-02-15,239
Количество заявок на ипотечные кредиты,Орловская область,2013-03-15,333
Количество заявок на ипотечные кредиты,Орловская область,2013-04-15,431
Количество заявок на ипотечные кредиты,Орловская область,2013-05-15,361
Количество заявок на ипотечные кредиты,Орловская область,2013-06-15,311
Количество заявок на ипотечные кредиты,Орловская область,2013-07-15,437
Количество заявок на ипотечные кредиты,Орловская область,2013-08-15,529
Количество заявок на ипотечные кредиты,Орловская область,2013-09-15,430
Количество заявок на ипотечные кредиты,Орловская область,2013-10-15,575
Количество заявок на ипотечные кредиты,Орловская область,2013-11-15,510
Количество заявок на ипотечные кредиты,Орловская область,2013-12-15,506
Количество заявок на ипотечные кредиты,Орловская область,2014-01-15,455
Количество заявок на ипотечные кредиты,Орловская область,2014-02-15,613
Количество заявок на ипотечные кредиты,Орловская область,2014-03-15,607
Количество заявок на ипотечные кредиты,Орловская область,2014-04-15,581
Количество заявок на ипотечные кредиты,Орловская область,2014-05-15,479
Количество заявок на ипотечные кредиты,Орловская область,2014-06-15,554
Количество заявок на ипотечные кредиты,Орловская область,2014-07-15,492
Количество заявок на ипотечные кредиты,Орловская область,2014-08-15,478
Количество заявок на ипотечные кредиты,Орловская область,2014-09-15,625
Количество заявок на ипотечные кредиты,Орловская область,2014-10-15,674
Количество заявок на ипотечные кредиты,Орловская область,2014-11-15,656
Количество заявок на ипотечные кредиты,Орловская область,2014-12-15,875
Количество заявок на ипотечные кредиты,Орловская область,2015-01-15,246
Количество заявок на ипотечные кредиты,Орловская область,2015-02-15,238
Количество заявок на ипотечные кредиты,Орловская область,2015-03-15,322
Количество заявок на ипотечные кредиты,Орловская область,2015-04-15,400
Количество заявок на ипотечные кредиты,Орловская область,2015-05-15,340
Количество заявок на ипотечные кредиты,Орловская область,2015-06-15,448
Количество заявок на ипотечные кредиты,Орловская область,2015-07-15,492
Количество заявок на ипотечные кредиты,Орловская область,2015-08-15,493
Количество заявок на ипотечные кредиты,Орловская область,2015-09-15,466
Количество заявок на ипотечные кредиты,Орловская область,2015-10-15,526
Количество заявок на ипотечные кредиты,Орловская область,2015-11-15,474
Количество заявок на ипотечные кредиты,Орловская область,2015-12-15,541
Количество заявок на ипотечные кредиты,Орловская область,2016-01-15,422
Количество заявок на ипотечные кредиты,Орловская область,2016-02-15,607
Количество заявок на ипотечные кредиты,Орловская область,2016-03-15,483
Количество заявок на ипотечные кредиты,Орловская область,2016-04-15,518
Количество заявок на ипотечные кредиты,Орловская область,2016-05-15,442
Количество заявок на ипотечные кредиты,Орловская область,2016-06-15,555
Количество заявок на ипотечные кредиты,Орловская область,2016-07-15,514
Количество заявок на ипотечные кредиты,Орловская область,2016-08-15,524
Количество заявок на ипотечные кредиты,Орловская область,2016-09-15,437
Количество заявок на ипотечные кредиты,Орловская область,2016-10-15,567
Количество заявок на ипотечные кредиты,Орловская область,2016-11-15,488
Количество заявок на ипотечные кредиты,Орловская область,2016-12-15,473
Количество заявок на ипотечные кредиты,Орловская область,2017-01-15,397
Количество заявок на ипотечные кредиты,Орловская область,2017-02-15,425
Количество заявок на ипотечные кредиты,Орловская область,2017-03-15,649
Количество заявок на ипотечные кредиты,Орловская область,2017-04-15,545
Количество заявок на ипотечные кредиты,Пензенская область,2013-01-15,194
Количество заявок на ипотечные кредиты,Пензенская область,2013-02-15,255
Количество заявок на ипотечные кредиты,Пензенская область,2013-03-15,417
Количество заявок на ипотечные кредиты,Пензенская область,2013-04-15,502
Количество заявок на ипотечные кредиты,Пензенская область,2013-05-15,416
Количество заявок на ипотечные кредиты,Пензенская область,2013-06-15,426
Количество заявок на ипотечные кредиты,Пензенская область,2013-07-15,609
Количество заявок на ипотечные кредиты,Пензенская область,2013-08-15,660
Количество заявок на ипотечные кредиты,Пензенская область,2013-09-15,477
Количество заявок на ипотечные кредиты,Пензенская область,2013-10-15,702
Количество заявок на ипотечные кредиты,Пензенская область,2013-11-15,694
Количество заявок на ипотечные кредиты,Пензенская область,2013-12-15,672
Количество заявок на ипотечные кредиты,Пензенская область,2014-01-15,492
Количество заявок на ипотечные кредиты,Пензенская область,2014-02-15,756
Количество заявок на ипотечные кредиты,Пензенская область,2014-03-15,805
Количество заявок на ипотечные кредиты,Пензенская область,2014-04-15,884
Количество заявок на ипотечные кредиты,Пензенская область,2014-05-15,739
Количество заявок на ипотечные кредиты,Пензенская область,2014-06-15,954
Количество заявок на ипотечные кредиты,Пензенская область,2014-07-15,906
Количество заявок на ипотечные кредиты,Пензенская область,2014-08-15,852
Количество заявок на ипотечные кредиты,Пензенская область,2014-09-15,938
Количество заявок на ипотечные кредиты,Пензенская область,2014-10-15,1046
Количество заявок на ипотечные кредиты,Пензенская область,2014-11-15,1050
Количество заявок на ипотечные кредиты,Пензенская область,2014-12-15,1571
Количество заявок на ипотечные кредиты,Пензенская область,2015-01-15,293
Количество заявок на ипотечные кредиты,Пензенская область,2015-02-15,329
Количество заявок на ипотечные кредиты,Пензенская область,2015-03-15,477
Количество заявок на ипотечные кредиты,Пензенская область,2015-04-15,674
Количество заявок на ипотечные кредиты,Пензенская область,2015-05-15,564
Количество заявок на ипотечные кредиты,Пензенская область,2015-06-15,625
Количество заявок на ипотечные кредиты,Пензенская область,2015-07-15,779
Количество заявок на ипотечные кредиты,Пензенская область,2015-08-15,776
Количество заявок на ипотечные кредиты,Пензенская область,2015-09-15,832
Количество заявок на ипотечные кредиты,Пензенская область,2015-10-15,718
Количество заявок на ипотечные кредиты,Пензенская область,2015-11-15,698
Количество заявок на ипотечные кредиты,Пензенская область,2015-12-15,663
Количество заявок на ипотечные кредиты,Пензенская область,2016-01-15,581
Количество заявок на ипотечные кредиты,Пензенская область,2016-02-15,840
Количество заявок на ипотечные кредиты,Пензенская область,2016-03-15,665
Количество заявок на ипотечные кредиты,Пензенская область,2016-04-15,672
Количество заявок на ипотечные кредиты,Пензенская область,2016-05-15,620
Количество заявок на ипотечные кредиты,Пензенская область,2016-06-15,711
Количество заявок на ипотечные кредиты,Пензенская область,2016-07-15,679
Количество заявок на ипотечные кредиты,Пензенская область,2016-08-15,792
Количество заявок на ипотечные кредиты,Пензенская область,2016-09-15,639
Количество заявок на ипотечные кредиты,Пензенская область,2016-10-15,632
Количество заявок на ипотечные кредиты,Пензенская область,2016-11-15,666
Количество заявок на ипотечные кредиты,Пензенская область,2016-12-15,648
Количество заявок на ипотечные кредиты,Пензенская область,2017-01-15,680
Количество заявок на ипотечные кредиты,Пензенская область,2017-02-15,659
Количество заявок на ипотечные кредиты,Пензенская область,2017-03-15,851
Количество заявок на ипотечные кредиты,Пензенская область,2017-04-15,643
Количество заявок на ипотечные кредиты,Пермский край,2013-01-15,1313
Количество заявок на ипотечные кредиты,Пермский край,2013-02-15,1602
Количество заявок на ипотечные кредиты,Пермский край,2013-03-15,2384
Количество заявок на ипотечные кредиты,Пермский край,2013-04-15,2494
Количество заявок на ипотечные кредиты,Пермский край,2013-05-15,2193
Количество заявок на ипотечные кредиты,Пермский край,2013-06-15,2113
Количество заявок на ипотечные кредиты,Пермский край,2013-07-15,2514
Количество заявок на ипотечные кредиты,Пермский край,2013-08-15,2865
Количество заявок на ипотечные кредиты,Пермский край,2013-09-15,2493
Количество заявок на ипотечные кредиты,Пермский край,2013-10-15,2625
Количество заявок на ипотечные кредиты,Пермский край,2013-11-15,2356
Количество заявок на ипотечные кредиты,Пермский край,2013-12-15,2568
Количество заявок на ипотечные кредиты,Пермский край,2014-01-15,2090
Количество заявок на ипотечные кредиты,Пермский край,2014-02-15,2836
Количество заявок на ипотечные кредиты,Пермский край,2014-03-15,3096
Количество заявок на ипотечные кредиты,Пермский край,2014-04-15,3450
Количество заявок на ипотечные кредиты,Пермский край,2014-05-15,2872
Количество заявок на ипотечные кредиты,Пермский край,2014-06-15,3202
Количество заявок на ипотечные кредиты,Пермский край,2014-07-15,2703
Количество заявок на ипотечные кредиты,Пермский край,2014-08-15,2734
Количество заявок на ипотечные кредиты,Пермский край,2014-09-15,3196
Количество заявок на ипотечные кредиты,Пермский край,2014-10-15,3388
Количество заявок на ипотечные кредиты,Пермский край,2014-11-15,3154
Количество заявок на ипотечные кредиты,Пермский край,2014-12-15,4421
Количество заявок на ипотечные кредиты,Пермский край,2015-01-15,955
Количество заявок на ипотечные кредиты,Пермский край,2015-02-15,1177
Количество заявок на ипотечные кредиты,Пермский край,2015-03-15,1622
Количество заявок на ипотечные кредиты,Пермский край,2015-04-15,2416
Количество заявок на ипотечные кредиты,Пермский край,2015-05-15,1903
Количество заявок на ипотечные кредиты,Пермский край,2015-06-15,2265
Количество заявок на ипотечные кредиты,Пермский край,2015-07-15,2839
Количество заявок на ипотечные кредиты,Пермский край,2015-08-15,2608
Количество заявок на ипотечные кредиты,Пермский край,2015-09-15,2773
Количество заявок на ипотечные кредиты,Пермский край,2015-10-15,2794
Количество заявок на ипотечные кредиты,Пермский край,2015-11-15,2607
Количество заявок на ипотечные кредиты,Пермский край,2015-12-15,2810
Количество заявок на ипотечные кредиты,Пермский край,2016-01-15,2029
Количество заявок на ипотечные кредиты,Пермский край,2016-02-15,3152
Количество заявок на ипотечные кредиты,Пермский край,2016-03-15,3043
Количество заявок на ипотечные кредиты,Пермский край,2016-04-15,2892
Количество заявок на ипотечные кредиты,Пермский край,2016-05-15,2340
Количество заявок на ипотечные кредиты,Пермский край,2016-06-15,2476
Количество заявок на ипотечные кредиты,Пермский край,2016-07-15,2458
Количество заявок на ипотечные кредиты,Пермский край,2016-08-15,2720
Количество заявок на ипотечные кредиты,Пермский край,2016-09-15,2742
Количество заявок на ипотечные кредиты,Пермский край,2016-10-15,2707
Количество заявок на ипотечные кредиты,Пермский край,2016-11-15,2844
Количество заявок на ипотечные кредиты,Пермский край,2016-12-15,2598
Количество заявок на ипотечные кредиты,Пермский край,2017-01-15,2175
